ID,FAM_ID,FAM_ID2,SUBJ_ID,IMMGROUP,SEX,RELATION,IMM_YR,AGE,HD_LNG,HD_WDT,BIZYG,STATURE,CEPHALIC,WFI,EYECOLOR,HAIRCOL,GENERAT,USBORN,PAGE_NUM
55,1058,1058_2,4239,1,0,M,1902,46,187,146,137,156,78.07,93.84,2,0,0,0,2
56,1058,1058_2,4238,1,1,S,1902,23,192,152,144,166,79.17,94.74,2,4,1,0,2
57,1058,1058_2,4241,1,1,S,1902,20,188,150,135,163,79.79,90,2,4,1,0,2
58,1058,1058_2,4235,1,1,S,1903,12,184,147,121,139,79.89,82.31,2,6,1,0,2
59,1058,1058_2,4234,1,1,S,1903,8,172,139,108,119,80.81,77.7,2,7,1,0,2
60,1058,1058_2,4237,1,0,D,1902,26,184,152,135,164,82.61,88.82,2,4,1,0,2
61,38,38_2,179,1,1,F,1900,45,193,148,136,166,76.68,91.89,5,5,0,0,2
62,38,38_2,178,1,0,M,1900,41,184,145,135,155,78.8,93.1,1,2,0,0,2
63,38,38_2,176,1,1,S,1900,13,180,145,120,136,80.56,82.76,1,5,1,0,2
64,38,38_2,177,1,0,D,1900,20,186,146,129,152,78.49,88.36,5,3,1,0,2
65,38,38_2,175,1,0,D,1900,11,177,148,120,134,83.62,81.08,2,3,1,0,2
66,38,38_2,174,1,0,D,-999,7,176,140,111,109.5,79.55,79.29,2,5,1,1,2
67,38,38_2,173,1,0,D,-999,6,179,137,107,99,76.54,78.1,2,6,1,1,2
68,71,71_3,283,1,1,F,1886,50,192,146,139,176,76.04,95.21,5,0,0,0,3
69,71,71_3,284,1,0,M,1891,47,176,145,130,153,82.39,89.66,2,3,0,0,3
70,71,71_3,287,1,1,S,-999,15,173,147,124,150.5,84.97,84.35,5,Br.,1,1,3
71,71,71_3,285,1,1,S,-999,12,176,143,122,130.5,81.25,85.31,5,Br.,1,1,3
72,71,71_3,286,1,1,S,-999,8,174,142,116,114.5,81.61,81.69,2,Br.,1,1,3
73,71,71_3,289,1,1,S,-999,4,170,137,115,99,80.59,83.94,2,8,1,1,3
74,71,71_3,288,1,0,D,-999,6,169,136,110,103,80.47,80.88,2,9,1,1,3
75,156,156_3,581,1,1,F,1901,56,191,154,147,169,80.63,95.45,2,0,0,0,3
76,156,156_3,582,1,0,M,1905,49,188,154,143,161,81.91,92.86,2,0,0,0,3
77,156,156_3,586,1,1,S,1901,13,189,154,128,147.2,81.48,83.12,2,3,1,0,3
78,156,156_3,583,1,0,D,1903,19,185,150,138,162.5,81.08,92,2,2,1,0,3
79,156,156_3,584,1,0,D,1903,17,190,151,139,167,79.47,92.05,2,3,1,0,3
80,156,156_3,585,1,0,D,1901,15,178,152,136,150,85.39,89.47,2,1.5,1,0,3
81,156,156_3,587,1,0,D,1905,5,166,145,116,107.5,87.35,80,2,3,1,0,3
82,68,68_3,684,1,1,F,1900,55,194,139,137,162.5,71.65,98.56,3,0,0,0,3
83,68,68_3,685,1,0,M,1900,48,181,141,131,154,77.9,92.91,2,0,0,0,3
84,68,68_3,688,1,1,S,1900,9,177,142,120,125.5,80.23,84.51,2,3,1,0,3
85,68,68_3,686,1,0,D,1900,18,186,146,127,150.5,78.49,86.99,2,22,1,0,3
86,68,68_3,687,1,0,D,1900,16,193,150,134,163.5,77.72,89.33,2,3,1,0,3
87,68,68_3,689,1,0,D,-999,5,173,133,105,101,76.88,78.95,2,4,1,1,3
88,220,220_3,826,1,1,F,1906,49,192,144,133,168,75,92.36,2,0,0,0,3
89,220,220_3,827,1,0,M,1906,47,176,148,138,154,84.09,93.24,2,3,0,0,3
90,220,220_3,831,1,1,S,1906,7,178,140,111,109,78.65,79.29,2,4,1,0,3
91,220,220_3,828,1,0,D,1906,18,178,145,132,155,81.46,91.03,5,4,1,0,3
92,220,220_3,829,1,0,D,1906,15,179,138,126,155.5,77.09,91.3,2,3,1,0,3
93,220,220_3,830,1,0,D,1906,13,175,140,121,131,80,86.43,2,3,1,0,3
94,116,116_4,463,1,1,F,1902,40,195,147,135,170,75.38,91.84,2,2,0,0,4
95,116,116_4,464,1,0,M,1903,40,175,148,131,150,84.57,88.51,2,5,0,0,4
96,116,116_4,468,1,1,S,1903,6,171,142,111,103,83.04,78.17,2,4,1,0,4
97,116,116_4,465,1,0,D,1903,15,178,147,128,149,82.58,87.07,2,4,1,0,4
98,116,116_4,466,1,0,D,1903,13,173,143,123,143,82.66,86.01,2,4,1,0,4
99,116,116_4,467,1,0,D,1903,11,172,149,126,136,86.63,84.56,2,6,1,0,4
100,462,462_4,1887,1,1,F,1909,56,190,145,138,157,76.32,95.17,2,2,0,0,4
101,462,462_4,1888,1,0,M,1909,53,178,137,134,152,76.97,97.81,2,0,0,0,4
102,462,462_4,1890,1,1,S,1909,25,170,145,128,158,85.29,88.28,2,2,1,0,4
103,462,462_4,1889,1,1,S,1909,23,184,153,140,167,83.15,91.5,2,2,1,0,4
104,462,462_4,1892,1,1,S,1909,17,188,150,137,167,79.79,91.33,2,3,1,0,4
105,462,462_4,1893,1,1,S,1909,10,178,140,124,128,78.65,88.57,2,3,1,0,4
106,462,462_4,1891,1,0,D,1909,19,184,144,129,162,78.26,89.58,2,3,1,0,4
107,59,59_4,650,1,1,F,1891,47,190,146,134,158.5,76.84,91.78,3,4,0,0,4
108,59,59_4,651,1,0,M,1891,41,179,141,128,150,78.77,90.78,2,3,0,0,4
109,59,59_4,652,1,1,S,1891,21,185,151,134,155,81.62,88.74,3,2,1,0,4
110,59,59_4,653,1,1,S,1891,18,181,151,136,163.1,83.43,90.07,2,3,1,0,4
111,59,59_4,654,1,1,S,-999,13,173,146,123,143.5,84.39,84.25,2,2,1,1,4
112,59,59_4,655,1,1,S,-999,11,173,146,119,134.3,84.39,81.51,2,2,1,1,4
113,140,140_4,956,1,1,F,1897,40,186,143,139,167,76.88,97.2,5,4,0,0,4
