ID,FAM_ID,FAM_ID2,SUBJ_ID,IMMGROUP,SEX,RELATION,IMM_YR,AGE,HD_LNG,HD_WDT,BIZYG,STATURE,CEPHALIC,WFI,EYECOLOR,HAIRCOL,GENERAT,USBORN,PAGE_NUM
2760,215,215_102,824,2,0,D,1906,12,180,143,122,125,79.44,85.31,,,1,0,102
2761,172,172_102,647,2,1,F,1882,36,202,154,142,161,76.24,92.21,,,0,0,102
2762,172,172_102,648,2,0,M,1890,32,192,155,151,151,80.73,97.42,,,0,0,102
2763,172,172_102,649,2,0,D,-999,15,183,148,134,156.5,80.87,90.54,,,1,1,102
2764,172,172_102,650,2,0,D,-999,13,178,155,137,153.5,87.08,88.39,,,1,1,102
2765,172,172_102,651,2,0,D,-999,8,172,147,128,120,85.47,87.07,,,1,1,102
2766,172,172_102,652,2,0,D,-999,6,174,149,120,112,85.63,80.54,,,1,1,102
2767,414,414_102,1665,2,1,F,1885,50,202,155,140,161,76.73,90.32,,,0,0,102
2768,414,414_102,1666,2,0,M,1886,37,176,142,133,154,80.68,93.66,,,0,0,102
2769,414,414_102,1667,2,1,S,-999,16,188,145,135,172,77.13,93.1,,,1,1,102
2770,414,414_102,1668,2,1,S,-999,13,179,143,126,143,79.89,88.11,,,1,1,102
2771,414,414_102,1669,2,1,S,-999,11,180,150,126,139,83.33,84,,,1,1,102
2772,414,414_102,1670,2,0,D,-999,9,167,140,116,119,83.83,82.86,,,1,1,102
2773,420,420_102,2336,2,1,F,1897,55,193,149,134,171,77.2,89.93,,,0,0,102
2774,420,420_102,2340,2,0,M,1900,49,171,147,134,148,85.96,91.16,,,0,0,102
2775,420,420_102,2338,2,1,S,1909,26,201,162,143,164.5,80.6,88.27,,,1,0,102
2776,420,420_102,2335,2,1,S,-999,7,179,144,121,126,80.45,84.03,,,1,1,102
2777,420,420_102,2337,2,0,D,1900,18,177,144,125,150,81.36,86.81,,,1,0,102
2778,420,420_102,2339,2,0,D,1900,14,175,143,119,154,81.71,83.22,,,1,0,102
2779,67,67_102,259,2,1,F,1888,42,193,150,145,162,77.72,96.67,,,0,0,102
2780,67,67_102,260,2,0,M,-999,33,190,151,135,165,79.47,89.4,,,0,1,102
2781,67,67_102,268,2,1,S,-999,9,178,139,117,127,78.09,84.17,,,1,1,102
2782,67,67_102,261,2,0,D,-999,18,185,148,133,165,80,89.86,,,1,1,102
2783,67,67_102,262,2,0,D,-999,12,178,146,130,145,82.02,89.04,,,1,1,102
2784,67,67_102,264,2,0,D,-999,7,179,143,118,79.9,79.89,82.52,,,1,1,102
2785,98,98_103,355,2,1,F,1896,41,188,147,139,164,78.19,94.56,,,0,0,103
2786,98,98_103,356,2,0,M,1898,38,181,157,145,161,86.74,92.36,,,0,0,103
2787,98,98_103,358,2,1,S,-999,11,171,138,122,137,80.7,88.41,,,1,1,103
2788,98,98_103,359,2,1,S,-999,9,176,143,119,128.7,81.25,83.22,,,1,1,103
2789,98,98_103,357,2,0,D,1898,15,176,148,128,151,84.09,86.49,,,1,0,103
2790,98,98_103,360,2,0,D,-999,7,174,142,112,110,81.61,78.87,,,1,1,103
2791,452,452_103,2466,2,1,F,1899,46,195,154,141,176,78.97,91.56,,,0,0,103
2792,452,452_103,2463,2,0,M,1899,45,185,160,133,157,86.49,83.13,,,0,0,103
2793,452,452_103,2462,2,1,S,1896,20,195,161,141,164,82.56,87.58,,,1,0,103
2794,452,452_103,2464,2,0,D,1899,16,185,143,129,151,77.3,90.21,,,1,0,103
2795,452,452_103,2473,2,0,D,1899,12,181,143,119,139.5,79.01,83.22,,,1,0,103
2796,452,452_103,2465,2,0,D,-999,8,183,149,119,115,81.42,79.87,,,1,1,103
2797,453,453_103,2471,2,1,F,1898,38,184,146,132,154,79.35,90.41,,,0,0,103
2798,453,453_103,2472,2,0,M,1899,30,175,144,126,150,82.29,87.5,,,0,0,103
2799,453,453_103,2467,2,1,S,1907,12,179,144,115,134,80.45,79.86,,,1,0,103
2800,453,453_103,2468,2,1,S,-999,9,172,143,114,125,83.14,79.72,,,1,1,103
2801,453,453_103,2469,2,0,D,-999,8,166,140,107,115,84.34,76.43,,,1,1,103
2802,453,453_103,2470,2,0,D,-999,5,166,135,102,99.5,81.33,75.56,,,1,1,103
2803,462,462_103,2513,2,1,F,1887,43,177,143,121,160,80.79,84.62,,,0,0,103
2804,462,462_103,2514,2,0,M,1886,33,180,154,141,146,85.56,91.56,,,0,0,103
2805,462,462_103,2509,2,1,S,-999,14,173,150,129,148,86.71,86,,,1,1,103
2806,462,462_103,2512,2,1,S,-999,7,167,150,119,115,89.82,79.33,,,1,1,103
2807,462,462_103,2510,2,0,D,-999,15,173,149,123,152,86.13,82.55,,,1,1,103
2808,462,462_103,2511,2,0,D,-999,12,164,156,125,140,95.12,80.13,,,1,1,103
2809,1043,1043_103,4181,2,1,F,1887,45,189,153,137,164.5,80.95,89.54,,,0,0,103
2810,1043,1043_103,4180,2,0,M,1891,35,176,152,144,146.5,86.36,94.74,,,0,0,103
2811,1043,1043_103,4178,2,1,S,-999,10,180,145,121,128,80.56,83.45,,,1,1,103
2812,1043,1043_103,4176,2,0,D,-999,14,174,157,136,153.5,90.23,86.62,,,1,1,103
2813,1043,1043_103,4177,2,0,D,-999,12,172,147,126,144,85.47,85.71,,,1,1,103
2814,1043,1043_103,4179,2,0,D,-999,8,171,134,112,130.5,78.36,83.58,,,1,1,103
2815,21,21_104,70,2,1,F,1883,46,185,157,146,164.5,84.86,92.99,,,0,0,104
2816,21,21_104,71,2,0,M,1892,34,170,151,134,144.3,88.82,88.74,,,0,0,104
2817,21,21_104,75,2,1,S,-999,9,175,152,120,116,86.86,78.95,,,1,1,104
2818,21,21_104,73,2,0,D,-999,16,165,145,125,151,87.88,86.21,,,1,1,104
2819,21,21_104,72,2,0,D,-999,13,167,143,122,143.5,85.63,85.31,,,1,1,104
2820,21,21_104,74,2,0,D,-999,6,165,145,119,105,87.88,82.07,,,1,1,104
2821,109,109_104,395,2,1,F,1897,41,201,144,143,166.5,71.64,99.31,,,0,0,104
2822,109,109_104,396,2,0,M,1898,41,178,136,126,151,76.4,92.65,,,0,0,104
2823,109,109_104,397,2,1,S,1898,18,196,149,136,170,76.02,91.28,,,1,0,104
2824,109,109_104,399,2,1,S,1898,13,182,136,122,130.5,74.73,89.71,,,1,0,104
2825,109,109_104,398,2,0,D,1898,16,183,142,128,154,77.6,90.14,,,1,0,104
2826,476,476_104,2563,2,1,F,1896,44,195,143,135,164,73.33,94.41,,,0,0,104
2827,476,476_104,2561,2,0,M,1903,45,184,138,128,149,75,92.75,,,0,0,104
2828,476,476_104,2562,2,1,S,-999,8,168,131,108,91.5,77.98,82.44,,,1,1,104
2829,476,476_104,2560,2,0,D,1902,17,185,137,126,150,74.05,91.97,,,1,0,104
2830,476,476_104,2559,2,0,D,1902,12.5,183,142,126,146.5,77.6,88.73,,,1,0,104
2831,91,91_104,330,2,1,F,1889,50,197,145,135,158,73.6,93.1,,,0,0,104
2832,91,91_104,331,2,0,M,1892,42,174,142,126,147,81.61,88.73,,,0,0,104
2833,91,91_104,334,2,1,S,-999,11,172,148,124,132.5,86.05,83.78,,,1,1,104
2834,91,91_104,332,2,1,S,-999,5,166,145,115,98.5,87.35,79.31,,,1,1,104
2835,91,91_104,333,2,0,D,-999,9,168,144,117,116.2,85.71,81.25,,,1,1,104
2836,422,422_104,2346,2,1,F,1902,37,195,148,140,163,75.9,94.59,,,0,0,104
2837,422,422_104,2347,2,0,M,1903,34,182,150,130,155,82.42,86.67,,,0,0,104
2838,422,422_104,2344,2,1,S,1902,10,178,146,118,126,82.02,80.82,,,1,0,104
2839,422,422_104,2348,2,0,D,1903,9,179,140,116,117,78.21,82.86,,,1,0,104
2840,422,422_104,2345,2,0,D,1903,8,169,137,110,100,81.07,80.29,,,1,0,104
2841,189,189_104,724,2,1,F,1891,34,195,148,145,171,75.9,97.97,,,0,0,104
2842,189,189_104,725,2,0,M,1895,30,180,154,137,156,85.56,88.96,,,0,0,104
2843,189,189_104,729,2,1,S,-999,5,168,138,117,98.5,82.14,84.78,,,1,1,104
2844,189,189_104,727,2,0,D,-999,13,176,150,134,143,85.23,89.33,,,1,1,104
2845,189,189_104,728,2,0,D,-999,9,177,138,122,129,77.97,88.41,,,1,1,104
2846,99,99_105,361,2,1,F,1904,55,192,147,136,159.5,76.56,92.52,,,0,0,105
2847,99,99_105,362,2,0,M,1906,38,172,150,132,151,87.21,88,,,0,0,105
2848,99,99_105,364,2,1,S,1909,16,182,148,126,136.2,81.32,85.14,,,1,0,105
2849,99,99_105,363,2,0,D,1909,14,168,149,128,142.5,88.69,85.91,,,1,0,105
2850,99,99_105,365,2,0,D,1906,6,164,134,114,109,81.71,85.07,,,1,0,105
2851,25,25_105,88,2,1,F,1903,33.5,195,150,138,168,76.92,92,,,0,0,105
2852,25,25_105,89,2,0,M,1906,35,180,145,125,150,80.56,86.21,,,0,0,105
2853,25,25_105,92,2,1,S,1906,11,166,144,112,113.5,86.75,77.78,,,1,0,105
2854,25,25_105,93,2,1,S,1906,9,170,142,116,117,83.53,81.69,,,1,0,105
2855,25,25_105,91,2,0,D,1906,12,166,142,117,121,85.54,82.39,,,1,0,105
2856,28,28_105,101,2,1,F,1897,44,195,151,142,166.5,77.44,94.04,,,0,0,105
2857,28,28_105,102,2,0,M,1897,44,185,147,130,155,79.46,88.44,,,0,0,105
2858,28,28_105,103,2,1,S,1897,18,192,148,134,167.5,77.08,90.54,,,1,0,105
2859,28,28_105,104,2,1,S,1897,14,190,138,119,142.5,72.63,86.23,,,1,0,105
2860,28,28_105,106,2,1,S,-999,11,179,142,119,132,79.33,83.8,,,1,1,105
2861,633,633_105,3220,2,1,F,1902,40,192,150,142,171,78.13,94.67,,,0,0,105
2862,633,633_105,3221,2,0,M,1903,34,185,154,154,140,83.24,100,,,0,0,105
2863,633,633_105,3217,2,1,S,1903,12,182,155,129,137.5,85.16,83.23,,,1,0,105
2864,633,633_105,3219,2,1,S,1903,8,174,145,122,125,83.33,84.14,,,1,0,105
2865,633,633_105,3218,2,0,D,-999,4,174,146,120,103.5,83.91,82.19,,,1,1,105
2866,176,176_105,668,2,1,F,1899,34,188,148,137,160,78.72,92.57,,,0,0,105
2867,176,176_105,669,2,0,M,1904,36,183,152,130,152,83.06,85.53,,,0,0,105
2868,176,176_105,671,2,1,S,1904,7,171,149,120,112,87.13,80.54,,,1,0,105
2869,176,176_105,672,2,1,S,-999,5,161,142,112,95.5,88.2,78.87,,,1,1,105
2870,176,176_105,670,2,0,D,1904,10,171,145,120,126.2,84.8,82.76,,,1,0,105
2871,250,250_105,959,2,1,F,1903,50,198,156,148,172,78.79,94.87,,,0,0,105
2872,250,250_105,960,2,0,M,1906,43,184,150,141,165.5,81.52,94,,,0,0,105
2873,250,250_105,961,2,1,S,1903,21,198,163,139,89.3,82.32,85.28,,,1,0,105
2874,250,250_105,962,2,1,S,1906,12,178,150,132,149,84.27,88,,,1,0,105
2875,250,250_105,963,2,0,D,1906,8,170,148,129,139,87.06,87.16,,,1,0,105
2876,433,433_106,2407,2,1,F,1905,45,187,148,138,154,79.14,93.24,,,0,0,106
2877,433,433_106,2408,2,0,M,1905,36,179,150,130,150,83.8,86.67,,,0,0,106
2878,433,433_106,2404,2,1,S,1905,11,170,148,130,130,87.06,87.84,,,1,0,106
2879,433,433_106,2405,2,1,S,1905,9,174,148,122,126,85.06,82.43,,,1,0,106
2880,433,433_106,2406,2,1,S,1905,6,178,144,114,108,80.9,79.17,,,1,0,106
2881,600,600_106,3093,2,1,F,1900,31,192,153,133,164,79.69,86.93,,,0,0,106
2882,600,600_106,3095,2,0,M,1898,26,178,143,127,152,80.34,88.81,,,0,0,106
2883,600,600_106,3091,2,1,S,-999,6,175,136,111,110,77.71,81.62,,,1,1,106
2884,600,600_106,3090,2,1,S,-999,5,178,141,110,110,79.21,78.01,,,1,1,106
2885,600,600_106,3092,2,0,D,-999,7,172,136,105,109,79.07,77.21,,,1,1,106
2886,76,76_106,344,2,1,F,1895,35,193,153,142,168,79.27,92.81,,,0,0,106
2887,76,76_106,345,2,0,M,1891,28,194,160,137,156,82.47,85.63,,,0,0,106
2888,76,76_106,346,2,1,S,-999,9,181,149,123,125,82.32,82.55,,,1,1,106
2889,76,76_106,343,2,1,S,-999,8,181,154,123,116.3,85.08,79.87,,,1,1,106
2890,76,76_106,342,2,1,S,-999,5,178,151,118,103.7,84.83,78.15,,,1,1,106
2891,38,38_106,142,2,1,F,1888,41,187,150,141,159,80.21,94,,,0,0,106
2892,38,38_106,143,2,0,M,1900,26,186,150,136,162,80.65,90.67,,,0,0,106
2893,38,38_106,148,2,1,S,-999,4,168,141,116,102,83.93,82.27,,,1,1,106
2894,38,38_106,146,2,0,D,-999,9,167,150,127,127,89.82,84.67,,,1,1,106
2895,38,38_106,147,2,0,D,-999,6,161,139,110,102.5,86.34,79.14,,,1,1,106
2896,123,123_106,454,2,1,F,1896,41,192,154,140,170,80.21,90.91,,,0,0,106
2897,123,123_106,455,2,0,M,1896,35,178,152,140,152,85.39,92.11,,,0,0,106
2898,123,123_106,457,2,1,S,-999,9,175,151,128,125,86.29,84.77,,,1,1,106
2899,123,123_106,456,2,0,D,-999,10,169,150,128,130.5,88.76,85.33,,,1,1,106
2900,123,123_106,458,2,0,D,-999,8,174,148,125,.,85.06,84.46,,,1,1,106
2901,560,560_107,2953,2,1,F,1906,34,194,156,132,160,80.41,84.62,,,0,0,107
2902,560,560_107,2954,2,0,M,1906,31,188,152,133,158,80.85,87.5,,,0,0,107
2903,560,560_107,2952,2,0,D,1906,9,183,141,115,132.5,77.05,81.56,,,1,0,107
2904,560,560_107,2958,2,0,D,1906,6,174,141,110,106,81.03,78.01,,,1,0,107
2905,560,560_107,2957,2,0,D,1906,3,176,135,100,89,76.7,74.07,,,1,0,107
2906,132,132_107,512,2,1,F,1901,47,186,150,138,162.5,80.65,92,,,0,0,107
2907,132,132_107,513,2,0,M,1901,50,175,147,129,150.5,84,87.76,,,0,0,107
2908,132,132_107,515,2,1,S,1901,16,183,153,133,157,83.61,86.93,,,1,0,107
2909,132,132_107,514,2,0,D,1901,17,178,147,132,153.4,82.58,89.8,,,1,0,107
2910,132,132_107,516,2,0,D,1901,7.5,170,147,120,123,86.47,81.63,,,1,0,107
2911,245,245_107,928,2,1,F,1905,41,195,158,148,165.5,81.03,93.67,,,0,0,107
2912,245,245_107,929,2,0,M,1908,41,191,155,138,156.4,81.15,89.03,,,0,0,107
2913,245,245_107,931,2,1,S,1908,12,180,153,126,125.5,85,82.35,,,1,0,107
2914,245,245_107,930,2,0,D,1908,13,185,147,128,142.5,79.46,87.07,,,1,0,107
2915,245,245_107,932,2,0,D,1908,6,168,146,123,111.5,86.9,84.25,,,1,0,107
2916,178,178_107,678,2,1,F,1887,42,184,149,146,157.2,80.98,97.99,,,0,0,107
2917,178,178_107,679,2,0,M,1894,28,181,151,135,148,83.43,89.4,,,0,0,107
2918,178,178_107,680,2,1,S,-999,10,177,148,123,127,83.62,83.11,,,1,1,107
2919,178,178_107,682,2,1,S,-999,6,169,143,116,102,84.62,81.12,,,1,1,107
2920,178,178_107,681,2,0,D,-999,7,168,148,116,109.5,88.1,78.38,,,1,1,107
2921,573,573_107,3000,2,1,F,1899,49,190,154,138,169.5,81.05,89.61,,,0,0,107
2922,573,573_107,3001,2,0,M,1903,43,178,150,135,153,84.27,90,,,0,0,107
2923,573,573_107,2996,2,1,S,-999,5,174,144,116,108,82.76,80.56,,,1,1,107
2924,573,573_107,2999,2,0,D,1903,15,185,149,132,156,80.54,88.59,,,1,0,107
2925,573,573_107,2995,2,0,D,1903,12,180,150,129,153.5,83.33,86,,,1,0,107
2926,186,186_107,712,2,1,F,1899,33,183,149,142,170,81.42,95.3,,,0,0,107
2927,186,186_107,713,2,0,M,1900,33,185,152,134,154.5,82.16,88.16,,,0,0,107
2928,186,186_107,714,2,1,S,1900,10,188,142,122,132.5,75.53,85.92,,,1,0,107
2929,186,186_107,715,2,1,S,-999,7,172,141,122,114.5,81.98,86.52,,,1,1,107
2930,186,186_107,716,2,1,S,-999,5,180,142,115,105,78.89,80.99,,,1,1,107
2931,473,473_108,2551,2,1,F,1889,33,183,150,132,173,81.97,88,,,0,0,108
2932,473,473_108,2552,2,0,M,-999,25,167,144,128,148,86.23,88.89,,,0,1,108
2933,473,473_108,2554,2,1,S,-999,6,165,146,110,110,88.48,75.34,,,1,1,108
2934,473,473_108,2553,2,0,D,-999,8,164,144,118,123,87.8,81.94,,,1,1,108
2935,473,473_108,2555,2,0,D,-999,4,154,134,90,92,87.01,67.16,,,1,1,108
2936,1047,1047_108,4195,2,1,F,1898,45,179,153,138,167,85.47,90.2,,,0,0,108
2937,1047,1047_108,4194,2,0,M,1900,37,180,154,137,149,85.56,88.96,,,0,0,108
2938,1047,1047_108,4193,2,0,D,1900,15,177,150,130,149,84.75,86.67,,,1,0,108
2939,1047,1047_108,4192,2,0,D,-999,8,169,141,111,111,83.43,78.72,,,1,1,108
2940,1047,1047_108,4196,2,0,D,-999,6,168,143,105,104,85.12,73.43,,,1,1,108
2941,188,188_108,720,2,1,F,1900,51,204,150,143,166,73.53,95.33,,,0,0,108
2942,188,188_108,721,2,0,M,1905,43,177,151,129,144,85.31,85.43,,,0,0,108
2943,188,188_108,723,2,1,S,1905,13,183,153,131,139,83.61,85.62,,,1,0,108
2944,188,188_108,722,2,0,D,1905,16,179,158,136,153.5,88.27,86.08,,,1,0,108
2945,207,207_108,798,2,1,F,1887,49,194,143,145,163.2,73.71,101.4,,,0,0,108
2946,207,207_108,797,2,0,M,1887,48,182,140,130,150,76.92,92.86,,,0,0,108
2947,207,207_108,799,2,1,S,-999,13,171,142,127,134,83.04,89.44,,,1,1,108
2948,207,207_108,800,2,1,S,-999,10,174,147,124,128,84.48,84.35,,,1,1,108
2949,416,416_108,2324,2,1,F,1905,29,199,149,137,161.5,74.87,91.95,,,0,0,108
2950,416,416_108,2321,2,0,M,1905,24,179,146,126,153,81.56,86.3,,,0,0,108
2951,416,416_108,2322,2,1,S,1905,8,189,144,126,162.5,76.19,87.5,,,1,0,108
2952,416,416_108,2323,2,1,S,1905,4,174,138,102,95.5,79.31,73.91,,,1,0,108
2953,488,488_108,2608,2,1,F,1888,50,199,150,145,174,75.38,96.67,,,0,0,108
2954,488,488_108,2609,2,0,M,1890,40,188,144,134,149,76.6,93.06,,,0,0,108
2955,488,488_108,2610,2,1,S,-999,11,173,151,128,138,87.28,84.77,,,1,1,108
2956,488,488_108,2611,2,0,D,-999,9,165,141,118,126,85.45,83.69,,,1,1,108
2957,458,458_108,2493,2,1,F,1908,35,195,148,139,166.5,75.9,93.92,,,0,0,108
2958,458,458_108,2494,2,0,M,1900,32,186,143,129,150,76.88,90.21,,,0,0,108
2959,458,458_108,2495,2,1,S,-999,7,171,141,111,102,82.46,78.72,,,1,1,108
2960,458,458_108,2496,2,0,D,-999,5.5,169,136,112,101,80.47,82.35,,,1,1,108
2961,54,54_109,203,2,1,F,1895,40,196,149,136,162,76.02,91.28,,,0,0,109
2962,54,54_109,204,2,0,M,1898,36,170,148,139,155,87.06,93.92,,,0,0,109
2963,54,54_109,205,2,1,S,1898,17,186,148,132,168,79.57,89.19,,,1,0,109
2964,54,54_109,206,2,0,D,1898,14,183,148,136,160,80.87,91.89,,,1,0,109
2965,569,569_109,2983,2,1,F,1900,33,194,148,140,167,76.29,94.59,,,0,0,109
2966,569,569_109,2984,2,0,M,1901,29,179,142,133,156,79.33,93.66,,,0,0,109
2967,569,569_109,3005,2,0,D,-999,8,179,143,112,113,79.89,78.32,,,1,1,109
2968,569,569_109,2986,2,0,D,-999,4,164,138,113,99.5,84.15,81.88,,,1,1,109
2969,266,266_109,1024,2,1,F,1909,55,198,152,142,166,76.77,93.42,,,0,0,109
2970,266,266_109,1025,2,0,M,1907,54,183,146,130,148,79.78,89.04,,,0,0,109
2971,266,266_109,1027,2,1,S,1907,12,195,151,126,146.5,77.44,83.44,,,1,0,109
2972,266,266_109,1026,2,0,D,1907,14,191,152,132,157,79.58,86.84,,,1,0,109
2973,445,445_109,1801,2,1,F,1864,59,190,146,140,168,76.84,95.89,,,0,0,109
2974,445,445_109,1802,2,0,M,1886,52,187,150,139,155,80.21,92.67,,,0,0,109
2975,445,445_109,1803,2,0,D,-999,13,174,147,124,134,84.48,84.35,,,1,1,109
2976,445,445_109,1804,2,0,D,-999,9,163,149,128,122,91.41,85.91,,,1,1,109
2977,159,159_109,593,2,1,F,1892,51,199,153,137,173,76.88,89.54,,,0,0,109
2978,159,159_109,594,2,0,M,1892,42,171,151,138,154.7,88.3,91.39,,,0,0,109
2979,159,159_109,595,2,1,S,1892,23,194,157,137,177,80.93,87.26,,,1,0,109
2980,159,159_109,596,2,1,S,-999,8,178,147,124,116,82.58,84.35,,,1,1,109
2981,105,105_109,385,2,1,F,1886,57,198,153,137,171.5,77.27,89.54,,,0,0,109
2982,105,105_109,386,2,0,M,1886,50,184,143,142,153.5,77.72,99.3,,,0,0,109
2983,105,105_109,387,2,0,D,-999,19,178,143,127,156,80.34,88.81,,,1,1,109
2984,105,105_109,388,2,0,D,-999,11,173,140,122,136,80.92,87.14,,,1,1,109
2985,12,12_109,36,2,1,F,1887,41,199,154,143,162,77.39,92.86,,,0,0,109
2986,12,12_109,37,2,0,M,1899,32,178,140,131,146.5,78.65,93.57,,,0,0,109
2987,12,12_109,39,2,1,S,-999,8,181,145,121,106.2,80.11,83.45,,,1,1,109
2988,12,12_109,38,2,0,D,1889,13,174,139,123,127.5,79.89,88.49,,,1,0,109
2989,85,85_110,305,2,1,F,1888,46,191,148,148,167,77.49,100,,,0,0,110
2990,85,85_110,306,2,0,M,1891,38,179,161,144,165,89.94,89.44,,,0,0,110
2991,85,85_110,308,2,1,S,-999,7,179,146,114,105,81.56,78.08,,,1,1,110
2992,85,85_110,307,2,0,D,-999,13,167,142,127,145.2,85.03,89.44,,,1,1,110
2993,223,223_110,853,2,1,F,1901,49,197,153,143,166.5,77.66,93.46,,,0,0,110
2994,223,223_110,854,2,0,M,1905,49,172,146,139,148,84.88,95.21,,,0,0,110
2995,223,223_110,855,2,0,D,1905,17,178,144,129,157.7,80.9,89.58,,,1,0,110
2996,223,223_110,856,2,0,D,1905,15,179,143,133,152.5,79.89,93.01,,,1,0,110
2997,623,623_110,3171,2,1,F,1881,55,195,152,150,168,77.95,98.68,,,0,0,110
2998,623,623_110,3172,2,0,M,1882,54,174,142,131,155,81.61,92.25,,,0,0,110
2999,623,623_110,3169,2,0,D,-999,16,172,146,133,155.5,84.88,91.1,,,1,1,110
3000,623,623_110,3170,2,0,D,-999,12,170,145,130,151,85.29,89.66,,,1,1,110
3001,535,535_110,2870,2,1,F,1899,33,201,157,146,160.5,78.11,92.99,,,0,0,110
3002,535,535_110,2868,2,0,M,1902,26,188,150,135,152,79.79,90,,,0,0,110
3003,535,535_110,2867,2,1,S,1902,8,176,147,120,123,83.52,81.63,,,1,0,110
3004,535,535_110,2869,2,0,D,-999,5,165,147,118,102,89.09,80.27,,,1,1,110
3005,1086,1086_110,4345,2,1,F,1896,30,195,153,133,173,78.46,86.93,,,0,0,110
3006,1086,1086_110,4346,2,0,M,1902,40,180,147,134,157,81.67,91.16,,,0,0,110
3007,1086,1086_110,4347,2,1,S,1902,18,193,153,135,166,79.27,88.24,,,1,0,110
3008,1086,1086_110,4344,2,0,D,-999,4,156,144,112,103,92.31,77.78,,,1,1,110
3009,378,378_110,2173,2,1,F,1900,33,192,151,137,172.5,78.65,90.73,,,0,0,110
3010,378,378_110,2172,2,0,M,1901,32,175,142,127,153,81.14,89.44,,,0,0,110
3011,378,378_110,2170,2,1,S,1901,9,173,141,118,123,81.5,83.69,,,1,0,110
3012,378,378_110,2171,2,0,D,-999,7,165,139,112,117.5,84.24,80.58,,,1,1,110
3013,574a,574a_110,3006,2,1,F,1900,38,188,148,139,168,78.72,93.92,,,0,0,110
3014,574a,574a_110,3007,2,0,M,1903,35,184,149,129,149,80.98,86.58,,,0,0,110
3015,574a,574a_110,3003,2,1,S,1903,6,171,136,110,105,79.53,80.88,,,1,0,110
3016,574a,574a_110,3002,2,0,D,1903,13,185,147,122,138,79.46,82.99,,,1,0,110
3017,4,4_111,13,2,1,F,1905,51,193,152,139,168,78.76,91.45,,,0,0,111
3018,4,4_111,12,2,0,M,1906,46,180,159,140,150.5,88.33,88.05,,,0,0,111
3019,4,4_111,11,2,1,S,1906,12,172,146,126,143,84.88,86.3,,,1,0,111
3020,4,4_111,10,2,0,D,1906,8,176,140,114,119,79.55,81.43,,,1,0,111
3021,247,247_111,910,2,1,F,1893,39,195,154,143,167.5,78.97,92.86,,,0,0,111
3022,247,247_111,911,2,0,M,1898,35,184,148,138,158,80.43,93.24,,,0,0,111
3023,247,247_111,913,2,1,S,-999,8,184,141,122,116,76.63,86.52,,,1,1,111
3024,247,247_111,912,2,0,D,-999,10,175,145,124,128.5,82.86,85.52,,,1,1,111
3025,405,405_111,2277,2,1,F,1887,44,195,154,149,166,78.97,96.75,,,0,0,111
3026,405,405_111,2278,2,0,M,1892,45,180,161,146,169,89.44,90.68,,,0,0,111
3027,405,405_111,2276,2,1,S,-999,12,178,159,139,146,89.33,87.42,,,1,1,111
3028,405,405_111,2274,2,0,D,-999,15,178,161,147,169,90.45,91.3,,,1,1,111
3029,116,116_111,424,2,1,F,1893,39,190,151,139,160,79.47,92.05,,,0,0,111
3030,116,116_111,425,2,0,M,1896,34,169,144,129,156,85.21,89.58,,,0,0,111
3031,116,116_111,426,2,0,D,-999,9,173,142,118,117.5,82.08,83.1,,,1,1,111
3032,116,116_111,427,2,0,D,-999,8,165,143,119,114.2,86.67,83.22,,,1,1,111
3033,94,94_111,395,2,1,F,1903,33,197,157,136,158,79.7,86.62,,,0,0,111
3034,94,94_111,396,2,0,M,1904,37,183,154,141,160,84.15,91.56,,,0,0,111
3035,94,94_111,398,2,1,S,1904,7,168,142,119,114,84.52,83.8,,,1,0,111
3036,94,94_111,397,2,0,D,1904,11,176,138,131,144,78.41,94.93,,,1,0,111
3037,220,220_111,844,2,1,F,1890,60,195,156,139,164,80,89.1,,,0,0,111
3038,220,220_111,845,2,0,M,1897,43,178,145,132,157,81.46,91.03,,,0,0,111
3039,220,220_111,846,2,0,D,1897,18,179,143,124,159,79.89,86.71,,,1,0,111
3040,220,220_111,847,2,0,D,-999,8,166,142,111,120,85.54,78.17,,,1,1,111
3041,191,191_111,736,2,1,F,1879,38,186,149,143,161.5,80.11,95.97,,,0,0,111
3042,191,191_111,735,2,0,M,1890,32,186,151,133,156,81.18,88.08,,,0,0,111
3043,191,191_111,738,2,1,S,-999,5,167,147,114,104,88.02,77.55,,,1,1,111
3044,191,191_111,737,2,0,D,-999,10,184,139,114,126.5,75.54,82.01,,,1,1,111
3045,599,599_112,3087,2,1,F,1892,41,191,153,150,169,80.1,98.04,,,0,0,112
3046,599,599_112,3088,2,0,M,1899,33,171,144,125,149,84.21,86.81,,,0,0,112
3047,599,599_112,3086,2,1,S,-999,9,175,145,112,113,82.86,77.24,,,1,1,112
3048,599,599_112,3089,2,1,S,-999,5,170,140,108,95,82.35,77.14,,,1,1,112
3049,204,204_112,1013,2,1,F,1892,41,197,158,139,158,80.2,87.97,,,0,0,112
3050,204,204_112,1014,2,0,M,1896,37,179,152,138,159.5,84.92,90.79,,,0,0,112
3051,204,204_112,1015,2,0,D,-999,12,179,147,123,136.5,82.12,83.67,,,1,1,112
3052,204,204_112,1016,2,0,D,-999,8,173,139,117,117.7,80.35,84.17,,,1,1,112
3053,120,120_112,438,2,1,F,1890,54,188,151,135,150,80.32,89.4,,,0,0,112
