code	sex	shell.h	shell.w	aperture.h	aperture.w	whorl.w	rib.n	band.u	band.m	band.l	band.u.l	band.m.l	band.l.l	locality	image	country	canton	locality	altitude	coordinates.DD	depository	date of collecting	collector
005f05	female	8146	4110	2772	2745	3355	33	1	1	1	1	1	1	5	f184	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005f06	female	7914	4077	2680	2541	3457	32	1	1	1	1	1	1	5	f185	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005f07	female	7766	4068	2657	2712	3355	35	1	1	1	1	1	1	5	f186	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005f08	female	7526	3712	2583	2578	3323	32	1	1	1	1	1	1	5	f187	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005f09	female	7419	3897	2513	2471	3360	35	1	1	1	1	1	1	5	f188	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005f10	female	7327	3744	2569	2471	3207	34	1	1	0	1	1	2	5	f189	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005f11	female	7581	3911	2652	2735	3383	29	1	1	2	1	1	2	5	f190	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005f12	female	7387	3952	2606	2546	3249	30	1	1	2	1	1	2	5	f191	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005f13	female	7817	3888	2384	2397	3448	34	1	1	1	1	1	1	5	f192	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005f14	female	7049	3744	2249	2166	3217	36	1	1	1	1	1	1	5	f193	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005f15	female	7873	4068	2620	2698	3318	35	1	1	1	1	1	1	5	f194	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005f16	female	8104	4124	2754	2745	3397	32	1	1	1	1	1	1	5	f195	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005f17	female	7493	3855	2499	2508	3277	37	1	1	1	1	1	1	5	f196	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005f18	female	7465	3804	2620	2638	3235	32	1	1	1	1	1	1	5	f197	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005f19	female	8201	4152	2680	2694	3531	34	1	1	1	1	1	1	5	f198	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005f20	female	7109	3920	2754	2754	3166	33	1	1	1	1	1	1	5	f199	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005f21	female	7998	3869	2828	2768	3374	32	1	1	1	1	1	1	5	f200	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005f22	female	7757	3966	2555	2504	3332	32	0	1	2	0	1	1	5	f201	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005f23	female	7947	4059	2754	2587	3430	36	1	1	1	1	1	1	5	f202	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005f24	female	8261	4059	2647	2828	3448	35	1	1	1	1	1	1	5	f203	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005f25	female	7664	3689	2684	2532	3258	33	1	2	0	1	1	0	5	f204	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005f26	female	7896	4077	2712	2564	3332	35	1	2	0	1	1	0	5	f205	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005m01 	male	7410	4128	2911	2786	3318	31	1	1	1	1	1	1	5	m159	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005m02 	male	7146	3804	2661	2384	3152	25	1	1	2	1	1	2	5	m160	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005m03 	male	7188	4152	2962	2670	3258	33	1	1	2	1	1	1	5	m161	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005m04 	male	7178	3962	2828	2629	3143	30	1	1	2	1	1	2	5	m162	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005m05	male	7118	4332	2911	2828	3240	32	1	1	2	1	1	1	5	m163	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005m06	male	7021	3943	2606	2606	3258	31	1	1	0	1	1	1	5	m164	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005m07	male	7229	4050	2786	2694	3217	35	1	1	1	1	1	1	5	m165	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005m08	male	7183	3962	2800	2698	3300	32	1	1	1	1	1	1	5	m166	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005m09	male	7063	4003	2860	2670	3226	31	1	1	2	1	1	2	5	m167	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005m10	male	7206	4091	2879	2703	3240	32	1	1	1	1	1	1	5	m168	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005m11	male	7294	4193	2814	2499	3258	35	1	1	2	1	1	2	5	m169	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005m12	male	7072	3804	2712	2624	3217	32	1	1	2	1	1	2	5	m170	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005m13	male	7368	3962	2782	2471	3268	33	1	1	2	1	1	1	5	m171	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005m14	male	7359	4003	2703	2573	3281	31	1	1	1	1	1	1	5	m172	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005m15	male	7276	4036	2721	2661	3383	29	1	1	1	1	1	1	5	m173	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005m16	male	7516	3929	2606	2606	3332	30	1	1	1	1	1	1	5	m174	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005m17	male	6956	3837	2564	2416	3050	32	1	1	1	1	1	1	5	m175	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005m18	male	7271	4036	2860	2745	3193	32	1	1	1	1	1	1	5	m176	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005m19	male	7063	4008	2893	2819	3198	31	1	1	0	1	1	1	5	m177	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005m20	male	6716	3781	2689	2481	3152	34	1	1	2	1	1	1	5	m178	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
005m21	male	6716	3869	2555	2606	3156	31	1	1	1	1	1	2	5	m179	Switzerland	Bern	"Route de Chasseral, 1 km towards Nods"	1054	47.12018349N 7.07096815E	NMBE 30983	19/04/2011	Fabian Reichenbach
006f01	female	7651	3878	2615	2546	3268	32	1	1	1	1	1	1	6	f241	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006f02	female	7350	3837	2587	2578	3161	34	1	1	1	1	1	1	6	f242	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006f03	female	7442	3962	2522	2555	3309	35	1	1	1	1	1	1	6	f243	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006f04	female	7401	3721	2564	2458	3198	37	1	1	0	1	1	0	6	f244	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006f05	female	7660	3888	2532	2638	3226	38	1	1	1	1	1	1	6	f245	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006f06	female	7451	3902	2615	2629	3305	35	1	1	1	1	1	2	6	f246	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006f07	female	7697	3804	2564	2573	3217	33	1	1	1	1	1	1	6	f247	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006f08	female	7850	3860	2712	2620	3314	31	1	1	1	1	1	1	6	f248	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006f09	female	7863	3804	2471	2522	3300	36	1	1	1	1	1	1	6	f249	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006f10	female	7609	3804	2374	2323	3268	32	1	1	0	1	1	0	6	f250	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006f11	female	7549	3846	2439	2439	3249	34	1	1	1	1	1	1	6	f251	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006f12	female	7229	4045	2541	2504	3374	34	1	1	1	1	1	1	6	f264	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006f13	female	7243	3878	2712	2508	3092	35	1	1	1	1	1	2	6	f253	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006f14	female	7169	3855	2629	2638	3212	33	1	1	1	1	1	1	6	f254	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006f15	female	7882	3952	2536	2564	3374	32	1	1	1	1	1	1	6	f255	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006f16	female	7502	3878	2606	2652	3318	35	1	1	1	1	1	1	6	f256	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006f17	female	7600	3911	2532	2522	3314	35	1	1	1	1	1	1	6	f257	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006f18	female	7396	3804	2458	2481	3332	33	1	1	2	1	1	2	6	f258	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006f19	female	7734	3837	2532	2555	3258	28	1	1	1	1	1	1	6	f259	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006f20	female	7581	3939	2481	2467	3268	32	1	1	0	1	1	1	6	f260	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006f21	female	7850	4027	2671	2578	3365	29	1	1	1	1	1	0	6	f261	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006f22	female	7535	3952	2532	2490	3300	29	1	1	1	1	1	1	6	f262	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006f23	female	7419	3837	2481	2490	3249	33	1	1	0	1	1	0	6	f263	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m01 	male	7271	4027	2772	2522	3175	30	1	1	1	1	1	1	6	m208	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m02 	male	7252	3948	2615	2416	3235	31	1	1	2	1	1	1	6	m209	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m03 	male	7035	4133	2786	2680	3175	30	1	2	2	1	2	2	6	m210	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m04	male	6915	3906	2513	2407	3217	31	1	1	2	1	1	1	6	m211	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m05	male	7734	4045	2754	2499	3268	33	1	1	1	1	1	1	6	m212	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m06	male	7327	3994	2754	2610	3226	34	1	1	1	1	1	1	6	m213	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m07	male	7252	4110	2786	2638	3217	28	1	1	1	1	1	2	6	m214	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m08	male	7202	3920	2851	2606	3166	30	1	1	1	1	1	1	6	m215	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m09	male	6683	3818	2439	2439	3069	31	1	1	1	1	1	2	6	m216	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m10	male	7104	3952	2772	2754	3217	32	1	1	2	1	1	1	6	m217	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m11	male	7336	3952	2606	2587	3217	35	1	1	2	1	1	2	6	m218	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m12	male	6947	3943	2532	2333	3092	28	1	1	1	1	1	2	6	m219	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m14	male	7169	3939	2828	2689	3193	29	1	1	2	1	1	1	6	m221	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m15	male	7303	3962	2870	2814	3217	27	1	1	2	1	1	2	6	m222	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m16	male	7188	3791	2573	2583	3277	28	1	1	2	1	1	2	6	m223	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m17	male	6808	3814	2509	2532	3166	28	1	1	1	1	1	1	6	m224	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m18	male	7040	3952	2772	2754	3268	30	1	1	1	1	1	1	6	m225	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m19	male	6822	3869	2546	2397	3305	33	1	1	2	1	1	1	6	m226	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m20	male	6790	3985	2606	2564	3143	25	1	1	1	1	1	2	6	m227	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m21	male	6956	3772	2490	2490	3119	32	1	1	1	1	1	1	6	m228	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m22	male	7160	3837	2578	2504	3119	30	1	1	1	1	1	1	6	m229	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m23	male	6989	4101	2745	2555	3217	31	1	1	1	1	1	1	6	m230	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m24	male	7294	3837	2745	2629	3203	30	1	1	1	1	1	1	6	m231	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m25	male	7336	3897	2754	2638	3161	31	1	1	2	1	1	1	6	m232	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m26	male	7035	3855	2564	2499	3110	26	1	1	2	1	1	2	6	m233	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m27	male	6979	3878	2638	2481	3198	30	1	1	2	1	1	2	6	m234	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m28	male	7007	3902	2712	2620	3119	30	1	1	2	1	1	2	6	m235	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m29	male	6873	3869	2772	2629	3235	33	1	1	2	1	1	1	6	m236	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m30	male	6882	4101	2846	2712	3207	27	1	1	1	1	1	1	6	m237	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m31	male	7336	4124	2846	2712	3258	29	1	1	2	1	1	2	6	m238	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m32	male	7146	3888	2837	2522	3193	33	1	1	1	1	1	1	6	m239	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
006m33	male	6947	3679	2624	2356	3059	29	1	1	1	1	1	1	6	m240	Switzerland	Bern	Gaicht in direction to Twannberg	794	47.10991059N 7.15971977E	NMBE 30984	19/04/2011	Fabian Reichenbach
